Site,Plot,Measurement,Date,Time,PAR Within,PAR Amb.,Mesh,Soil Moist.,File Name,Notes,start cut,end cut,odd
Almont,22,a,7/22/15,1117,1372,1821,light,16.6,22jul2015a22a,,,,
Almont,22,b,7/22/15,1121,635,2049,shade1,16.6,22jul2015a22b,,10,,
Almont,22,c,7/22/15,1124,402,1995,shade2,16.6,22jul2015a22c,,,,
Almont,22,d,7/22/15,1128,0,2070,dark,16.6,22jul2015a22d,,,,
Almont,23,a,7/22/15,1133,940,2019,light,12.9,22jul2015a23a,,,,
Almont,23,b,7/22/15,1136,496,2073,shade1,12.9,22jul2015a23b,,,,
Almont,23,c,7/22/15,1140,261,2199,shade2,12.9,22jul2015a23c,,,,
Almont,23,d,7/22/15,1144,0,2213,dark,12.9,22jul2015a23d,,,,y
Almont,24,a,7/22/15,1152,1318,2008,light,13.2,22jul2015a24a,,,,
Almont,24,b,7/22/15,1155,758,2243,shade1,13.2,22jul2015a24b,,,,
Almont,24,c,7/22/15,1204,267,2001,shade2,13.2,22jul2015a24c,,,,
Almont,24,d,7/22/15,1208,0,1948,dark,13.2,22jul2015a24d,,,,
Almont,25,a,7/22/15,1213,1216,1946,light,14,22jul2015a25a,,10,,
Almont,25,b,7/22/15,1216,570,2186,shade1,14,22jul2015a25b,,,,
Almont,25,c,7/22/15,1222,375,2017,shade2,14,22jul2015a25c,,,,
Almont,25,d,7/22/15,1226,1,1959,dark,14,22jul2015a25d,,,,
Almont_Low,1,a,7/22/15,1430,1621,2153,light,8,22jul2015al1a,,,,
Almont_Low,1,b,7/22/15,1434,815,2148,shade1,8,22jul2015al1b,,40,,
Almont_Low,1,c,7/22/15,1437,387,2298,shade2,8,22jul2015al1c,,50,,
Almont_Low,1,d,7/22/15,1441,0,2322,dark,8,22jul2015al1d,,25,,
Almont_Low,2,a,7/22/15,1446,1487,2327,light,5,22jul2015al2a,,,,
Almont_Low,2,b,7/22/15,1449,939,1890,shade1,5,22jul2015al2b,,,,
Almont_Low,2,c,7/22/15,1506,414,2215,shade2,5,22jul2015al2c,,30,,
Almont_Low,2,d,7/22/15,1510,0,2088,dark,5,22jul2015al2d,,,,
Almont_Low,3,a,7/22/15,1518,1488,1927,light,7,22jul2015al3a,,,,
Almont_Low,3,b,7/22/15,1521,929,1849,shade1,7,22jul2015al3b,,,,
Almont_Low,3,c,7/22/15,1524,475,1882,shade2,7,22jul2015al3c,,,,
Almont_Low,3,d,7/22/15,1527,1,1867,dark,7,22jul2015al3d,,40,,
Almont_Low,4,a,7/22/15,1549,1580,1877,light,9,22jul2015al4a,,,,
Almont_Low,4,b,7/22/15,1551,842,2113,shade1,9,22jul2015al4b,,20,,
Almont_Low,4,c,7/22/15,1615,462,1827,shade2,9,22jul2015al4c,,,,
Almont_Low,4,d,7/22/15,1555,1,1735,dark,9,22jul2015al4d,,,,
Almont_Low,5,a,7/22/15,1620,1048,1707,light,7,22jul2015al5a,,,,
Almont_Low,5,b,7/22/15,1631,603,1487,shade1,7,22jul2015al5b,,,,
Almont_Low,5,c,7/22/15,1634,229,1427,shade2,7,22jul2015al5c,,,,
Almont_Low,5,d,7/22/15,1637,0,1612,dark,7,22jul2015al5d,,,,
Almont,26,a,7/23/15,859,1121,1387,light,11.2,23jul2015a26a,,,,
Almont,26,b,7/23/15,903,588,1370,shade1,11.2,23jul2015a26b,,,,
Almont,26,c,7/23/15,906,445,1463,shade2,11.2,23jul2015a26c,,15,100,
Almont,26,d,7/23/15,909,0,1247,dark,11.2,23jul2015a26d,,15,,
Almont,27,a,7/23/15,918,956,1289,light,17.8,23jul2015a27a,,,,
Almont,27,b,7/23/15,921,384,1490,shade1,17.8,23jul2015a27b,,25,,
Almont,27,c,7/23/15,924,268,1374,shade2,17.8,23jul2015a27c,,25,,
Almont,27,d,7/23/15,928,0,1355,dark,17.8,23jul2015a27d,,,,
Almont,28,a,7/23/15,932,1098,1567,light,15.3,23jul2015a28a,,,,
Almont,28,b,7/23/15,938,814,1557,shade1,15.3,23jul2015a28b,,20,,
Almont,28,c,7/23/15,941,323,1430,shade2,15.3,23jul2015a28c,,,,
Almont,28,d,7/23/15,945,0,1509,dark,15.3,23jul2015a28d,,,,
Almont,29,a,7/23/15,949,1039,1475,light,15.3,23jul2015a29a,,25,,
Almont,29,b,7/23/15,952,523,1488,shade1,15.3,23jul2015a29b,,15,,
Almont,29,c,7/23/15,956,207,1448,shade2,15.3,23jul2015a29c,,,,
Almont,29,d,7/23/15,959,0,1730,dark,15.3,23jul2015a29d,,25,,
Almont,30,a,7/23/15,1003,1181,1690,light,17.4,23jul2015a30a,,,,
Almont,30,b,7/23/15,1006,563,1545,shade1,17.4,23jul2015a30b,,25,,
Almont,30,c,7/23/15,1009,339,1611,shade2,17.4,23jul2015a30c,,25,,
Almont,30,d,7/23/15,1012,0,1552,dark,17.4,23jul2015a30d,,30,,
Almont,31,a,7/23/15,1018,1345,1641,light,15,23jul2015a31a,,,,
Almont,31,b,7/23/15,1021,576,1526,shade1,15,23jul2015a31b,,25,,
Almont,31,c,7/23/15,1024,386,1560,shade2,15,23jul2015a31c,,25,,
Almont,31,d,7/23/15,1027,0,1761,dark,15,23jul2015a31d,,,,
Almont,32,a,7/23/15,1031,1209,1814,light,15.5,23jul2015a32a,,,,
Almont,32,b,7/23/15,1034,807,1657,shade1,15.5,23jul2015a32b,,20,,
Almont,32,c,7/23/15,1038,514,1760,shade2,15.5,23jul2015a32c,,,,
Almont,32,d,7/23/15,1041,0,1776,dark,15.5,23jul2015a32d,,,,
Almont_Obs,1,a,7/23/15,1105,1475,2001,light,11.5,23jul2015aobs1a,,,,
Almont_Obs,1,b,7/23/15,1110,731,2017,shade1,11.5,23jul2015aobs1b,,,,
Almont_Obs,1,c,7/23/15,1114,467,1896,shade2,11.5,23jul2015aobs1c,,,,
Almont_Obs,1,d,7/23/15,1117,0,1970,dark,11.5,23jul2015aobs1d,,,,
Almont_Obs,2,a,7/23/15,1122,1445,1989,light,10.6,23jul2015aobs2a,,,,
Almont_Obs,2,b,7/23/15,1125,897,1974,shade1,10.6,23jul2015aobs2b,,,,
Almont_Obs,2,c,7/23/15,1128,566,1910,shade2,10.6,23jul2015aobs2c,,,,
Almont_Obs,2,d,7/23/15,1132,0,2010,dark,10.6,23jul2015aobs2d,,,,
Almont_Obs,3,a,7/23/15,1137,1692,2001,light,10.3,23jul2015aobs3a,,,,
Almont_Obs,3,b,7/23/15,1140,1053,2026,shade1,10.3,23jul2015aobs3b,,,,
Almont_Obs,3,c,7/23/15,1143,611,2044,shade2,10.3,23jul2015aobs3c,,,,
Almont_Obs,3,d,7/23/15,1147,0,2136,dark,10.3,23jul2015aobs3d,,,,
Almont_Obs,4,a,7/23/15,1154,1467,1820,light,11.6,23jul2015aobs4a,,,,
Almont_Obs,4,b,7/23/15,1157,961,2020,shade1,11.6,23jul2015aobs4b,,,,
Almont_Obs,4,c,7/23/15,1200,545,2098,shade2,11.6,23jul2015aobs4c,,,,
Almont_Obs,4,d,7/23/15,1206,0,2227,dark,11.6,23jul2015aobs4d,,25,,
Almont_Obs,5,a,7/23/15,1223,1613,2203,light,8.8,23jul2015aobs5a,,,,
Almont_Obs,5,b,7/23/15,1226,957,2292,shade1,8.8,23jul2015aobs5b,,,,
Almont_Obs,5,c,7/23/15,1237,341,2401,shade2,8.8,23jul2015aobs5c,,,,
Almont_Obs,5,d,7/23/15,1240,0,2544,dark,8.8,23jul2015aobs5d,,,,
Washington_Gulch,1,a,7/17/15,950,1134,1681,light,10,17jul2015wg1a,,,,
Washington_Gulch,1,b,7/17/15,955,400,1085,shade1,10,17jul2015wg1b,,25,,
Washington_Gulch,1,c,7/17/15,1000,239,1455,shade2,10,17jul2015wg1c,,,,
Washington_Gulch,1,d,7/17/15,1004,0,1643,dark,10,17jul2015wg1d,,,,
Washington_Gulch,2,a,7/17/15,1011,1060,1783,light,13,17jul2015wg2a,,,,
Washington_Gulch,2,b,7/17/15,1014,399,1733,shade1,13,17jul2015wg2b,,25,,
Washington_Gulch,2,c,7/17/15,1018,171,1662,shade2,13,17jul2015wg2c,,25,,
Washington_Gulch,2,d,7/17/15,1022,0,1768,dark,13,17jul2015wg2d,,20,,y
Washington_Gulch,3,a,7/18/15,854,1121,1428,light,9,18jul2015wg3a,,,,
Washington_Gulch,3,b,7/18/15,858,515,1351,shade1,9,18jul2015wg3b,,20,,
Washington_Gulch,3,c,7/18/15,901,119,1521,shade2,9,18jul2015wg3c,,25,,y
Washington_Gulch,3,d,7/18/15,905,1,1329,dark,9,18jul2015wg3d,,10,,
Washington_Gulch,4,a,7/18/15,910,674,1215,light,10,18jul2015wg4a,,,,
Washington_Gulch,4,b,7/18/15,914,257,1393,shade1,10,18jul2015wg4b,,25,,
Washington_Gulch,4,c,7/18/15,917,305,1303,shade2,10,18jul2015wg4c,,,,
Washington_Gulch,4,d,7/18/15,920,0,1404,dark,10,18jul2015wg4d,,,,
Washington_Gulch,5,a,7/18/15,926,720,1328,light,9,18jul2015wg5a,,,,
Washington_Gulch,5,b,7/18/15,929,693,1432,shade1,9,18jul2015wg5b,,,,
Washington_Gulch,5,c,7/18/15,932,246,1468,shade2,9,18jul2015wg5c,,25,,
Washington_Gulch,5,d,7/18/15,935,0,1488,dark,9,18jul2015wg5d,,25,,
Elkton,1,a,7/18/15,1025,976,1811,light,16,18jul2015elk1a,,,,
Elkton,1,b,7/18/15,1034,711,1395,shade1,16,18jul2015elk1b,,,,
Elkton,1,c,7/18/15,1114,680,2034,shade2,16,18jul2015elk1c,,,,
Elkton,1,d,7/18/15,1118,1,1779,dark,16,18jul2015elk1d,,30,,
Elkton,2,a,7/27/15,914,940,1284,light,26.9,27jul2015elk2a,,,,
Elkton,2,b,7/27/15,917,606,1328,shade1,26.9,27jul2015elk2b,,,,
Elkton,2,c,7/27/15,920,277,1388,shade2,26.9,27jul2015elk2c,,,,
Elkton,2,d,7/27/15,923,0,1267,dark,26.9,27jul2015elk2d,,,,
Elkton,3,a,7/27/15,927,869,1519,light,27.4,27jul2015elk3a,,,,
Elkton,3,b,7/27/15,942,544,1616,shade1,27.4,27jul2015elk3b,,25,,
Elkton,3,c,7/27/15,952,265,1583,shade2,27.4,27jul2015elk3c,,,,
Elkton,3,d,7/27/15,956,0,1747,dark,27.4,27jul2015elk3d,,25,,
Elkton,4,a,7/27/15,1002,1021,1455,light,26.3,27jul2015elk4a,,,,
Elkton,4,b,7/27/15,1006,599,1414,shade1,26.3,27jul2015elk4b,,,,
Elkton,4,c,7/27/15,1009,233,1594,shade2,26.3,27jul2015elk4c,,,,
Elkton,4,d,7/27/15,1012,0,1518,dark,26.3,27jul2015elk4d,,,,
Elkton,5,a,7/27/15,1047,1369,1878,light,26.1,27jul2015elk5a,,,,
Elkton,5,b,7/27/15,1052,607,1823,shade1,26.1,27jul2015elk5b,,,,
Elkton,5,c,7/27/15,1055,325,1680,shade2,26.1,27jul2015elk5c,,,,
Elkton,5,d,7/27/15,1059,0,1704,dark,26.1,27jul2015elk5d,,,,
Schofield,1,a,7/25/15,1307,1676,217,light,28,25jul2015sp1a,,,,
Schofield,1,b,7/25/15,1310,1043,2088,shade1,28,25jul2015sp1b,,,,
Schofield,1,c,7/25/15,1315,660,2073,shade2,28,25jul2015sp1c,,,,
Schofield,1,d,7/25/15,1318,0,2105,dark,28,25jul2015sp1d,,,,
Schofield,2,a,7/25/15,1326,1716,2228,light,22,25jul2015sp2a,,,,
Schofield,2,b,7/25/15,1329,881,2191,shade1,22,25jul2015sp2b,,25,,
Schofield,2,c,7/25/15,1332,554,2198,shade2,22,25jul2015sp2c,,50,,y
Schofield,2,d,7/25/15,1335,0,2118,dark,22,25jul2015sp2d,,20,,
Schofield,3,a,7/25/15,1340,1646,2202,light,29,25jul2015sp3a,,,,
Schofield,3,b,7/25/15,1344,1061,2206,shade1,29,25jul2015sp3b,,25,,
Schofield,3,c,7/25/15,1347,607,2229,shade2,29,25jul2015sp3c,,,,
Schofield,3,d,7/25/15,1350,0,2188,dark,29,25jul2015sp3d,,,,
Schofield,4,a,7/25/15,1354,1801,2344,light,27,25jul2015sp4a,,,,
Schofield,4,b,7/25/15,1357,1015,2230,shade1,27,25jul2015sp4b,,,,
Schofield,4,c,7/25/15,1401,615,2284,shade2,27,25jul2015sp4c,,,,y
Schofield,4,d,7/25/15,1404,0,2245,dark,27,25jul2015sp4d,,,,
Schofield,5,a,7/25/15,1409,1678,2203,light,23,25jul2015sp5a,,,,
Schofield,5,b,7/25/15,1416,1122,2234,shade1,23,25jul2015sp5b,,,,
Schofield,5,c,7/25/15,1422,602,2158,shade2,23,25jul2015sp5c,,,,
Schofield,5,d,7/25/15,1425,0,2237,dark,23,25jul2015sp5d,,,,
Cinnamon,1,a,7/25/15,902,1011,1476,light,31.8,25jul2015c01a,,,,
Cinnamon,1,b,7/25/15,907,364,1279,shade1,31.8,25jul2015c01b,,,,
Cinnamon,1,c,7/25/15,910,178,1320,shade2,31.8,25jul2015c01c,,,,
Cinnamon,1,d,7/25/15,914,0,1365,dark,31.8,25jul2015c01d,,25,,
Cinnamon,2,a,7/25/15,918,844,1332,light,28.1,25jul2015c02a,,25,,
Cinnamon,2,b,7/25/15,922,534,1349,shade1,28.1,25jul2015c02b,,20,,
Cinnamon,2,c,7/25/15,925,328,1433,shade2,28.1,25jul2015c02c,,,,
Cinnamon,2,d,7/25/15,929,0,1397,dark,28.1,25jul2015c02d,,24,,
Cinnamon,3,a,7/25/15,936,1003,1262,light,27.4,25jul2015c03a,,,,
Cinnamon,3,b,7/25/15,939,252,1331,shade1,27.4,25jul2015c03b,,20,,y
Cinnamon,3,c,7/25/15,942,180,1421,shade2,27.4,25jul2015c03c,,20,,
Cinnamon,3,d,7/25/15,946,0,1401,dark,27.4,25jul2015c03d,,,,
Cinnamon,4,a,7/25/15,951,1189,1535,light,22.2,25jul2015c04a,,,75,
Cinnamon,4,b,7/25/15,954,501,1476,shade1,22.2,25jul2015c04b,,,,
Cinnamon,4,c,7/25/15,1003,270,1775,shade2,22.2,25jul2015c04c,,,,
Cinnamon,4,d,7/25/15,1006,0,1714,dark,22.2,25jul2015c04d,,,,y
Cinnamon,5,a,7/25/15,1029,1363,1694,light,26.6,25jul2015c05a,,,,
Cinnamon,5,b,7/25/15,1032,811,1813,shade1,26.6,25jul2015c05b,,,,
Cinnamon,5,c,7/25/15,1035,484,1716,shade2,26.6,25jul2015c05c,,20,,
Cinnamon,5,d,7/25/15,1038,0,1937,dark,26.6,25jul2015c05d,,,,y
Cinnamon,6,a,7/25/15,1042,1382,1696,light,28.3,25jul2015c06a,,,,y
Cinnamon,6,b,7/25/15,1046,742,1922,shade1,28.3,25jul2015c06b,,20,,
Cinnamon,6,c,7/25/15,1048,476,1974,shade2,28.3,25jul2015c06c,,,,
Cinnamon,6,d,7/25/15,1052,0,2027,dark,28.3,25jul2015c06d,,,,
Cinnamon,7,a,7/25/15,1056,1494,2097,light,30.1,25jul2015c07a,,,,
Cinnamon,7,b,7/25/15,1102,824,1995,shade1,30.1,25jul2015c07b,,20,,
Cinnamon,7,c,7/25/15,1105,527,2330,shade2,30.1,25jul2015c07c,,,,
Cinnamon,7,d,7/25/15,1109,0,2202,dark,30.1,25jul2015c07d,,,,
Cinnamon,8,a,7/25/15,1543,1395,1911,light,31.6,25jul2015c08a,,,,
Cinnamon,8,b,7/25/15,1546,948,1840,shade1,31.6,25jul2015c08b,,,,
Cinnamon,8,c,7/25/15,1549,608,1864,shade2,31.6,25jul2015c08c,,,,
Cinnamon,8,d,7/25/15,1552,0,1925,dark,31.6,25jul2015c08d,,30,,
Cinnamon,9,a,7/25/15,1555,1193,1950,light,28.7,25jul2015c09a,,,,
Cinnamon,9,b,7/25/15,1558,833,1880,shade1,28.7,25jul2015c09b,,,,
Cinnamon,9,c,7/25/15,1601,446,1924,shade2,28.7,25jul2015c09c,,,,
Cinnamon,9,d,7/25/15,1604,0,1905,dark,28.7,25jul2015c09d,,,,
Cinnamon,10,a,7/25/15,1607,1131,1862,light,25.4,25jul2015c10a,,,,
Cinnamon,10,b,7/25/15,1611,767,1763,shade1,25.4,25jul2015c10b,,,,
Cinnamon,10,c,7/25/15,1614,327,1901,shade2,25.4,25jul2015c10c,,,,y
Cinnamon,10,d,7/25/15,1617,0,1942,dark,25.4,25jul2015c10d,,,,y
Cinnamon,11,a,7/25/15,1620,1226,1676,light,28.9,25jul2015c11a,,,,
Cinnamon,11,b,7/25/15,1623,666,1758,shade1,28.9,25jul2015c11b,,25,,
Cinnamon,11,c,7/25/15,1626,418,1644,shade2,28.9,25jul2015c11c,,,,
Cinnamon,11,d,7/25/15,1629,0,1734,dark,28.9,25jul2015c11d,,,,
Cinnamon,12,a,7/25/15,1632,1246,1732,light,22.6,25jul2015c12a,,,,
Cinnamon,12,b,7/25/15,1635,563,1744,shade1,22.6,25jul2015c12b,,,,
Cinnamon,12,c,7/25/15,1638,336,1734,shade2,22.6,25jul2015c12c,,25,,
Cinnamon,12,d,7/25/15,1641,0,1499,dark,22.6,25jul2015c12d,,,,
Cinnamon,13,a,7/25/15,1646,1200,1752,light,18.6,25jul2015c13a,,,,
Cinnamon,13,b,7/25/15,1649,650,1681,shade1,18.6,25jul2015c13b,,,,
